id,date,user,department,software,seats,amount
318,2023-02-05 22:17:32 +0530,Dr. Beverly Hofstadter,Sales,Sentry,5,25.0
319,2022-07-28 05:02:10 +0530,Amy Farrah Fowler,Tech,Apple,4,80.0
320,2022-07-25 18:52:09 +0530,Sheldon Cooper,Tech,Circleci,1,9.0
321,2022-10-17 16:06:58 +0530,Emily Sweeney,HR,Zapier,2,8.0
322,2022-10-16 18:39:24 +0530,Emily Sweeney,HR,Zoho Crm,5,90.0
323,2023-04-16 10:11:02 +0530,Amy Farrah Fowler,Tech,Appolo,3,51.0
324,2022-06-07 21:56:23 +0530,Sheldon Cooper,Tech,Height,4,12.0
325,2022-10-09 11:02:20 +0530,Dr. Beverly Hofstadter,Sales,Apple,5,100.0
326,2022-12-04 05:02:13 +0530,Rostenkowski,Tech,Sentry,3,15.0
327,2022-10-26 04:14:16 +0530,Barry Kripke,Customer Success,Sentry,2,10.0
328,2023-04-01 07:01:41 +0530,Bert Kibbler,Customer Success,Notion,5,35.0
329,2023-04-22 13:59:06 +0530,Emily Sweeney,HR,Slack,2,20.0
330,2023-01-15 23:01:48 +0530,Leslie Winkle,Tech,Apple,3,60.0
331,2023-01-24 05:07:17 +0530,Denise,HR,Zoho Crm,5,90.0
332,2022-07-18 06:02:21 +0530,Amy Farrah Fowler,Tech,Discord,4,4.0
333,2022-10-16 13:07:58 +0530,Dr. V.M. Koothrappali,Marketting,Slack,5,50.0
334,2023-02-28 04:54:27 +0530,Dr. V.M. Koothrappali,Marketting,Google,3,6.0
335,2022-11-14 04:36:01 +0530,Leonard Hofstadter,Tech,Appolo,3,51.0
336,2023-03-02 20:09:49 +0530,Dr. Beverly Hofstadter,Sales,Sentry,2,10.0
337,2022-11-06 02:40:52 +0530,Rostenkowski,Tech,Circleci,1,9.0
338,2022-07-08 03:36:50 +0530,Wil Wheaton,Marketting,Zoho Crm,3,54.0
339,2022-09-27 10:20:30 +0530,Sheldon Cooper,Tech,Appolo,4,68.0
340,2023-02-03 09:52:50 +0530,Amy Farrah Fowler,Tech,Outplay,4,48.0
341,2022-08-15 09:39:54 +0530,Emily Sweeney,HR,Height,1,3.0
342,2023-03-30 05:25:14 +0530,Leonard Hofstadter,Tech,Slack,2,20.0
343,2022-07-22 15:00:34 +0530,Priya Koothrappali,Sales,Apple,3,60.0
344,2022-08-09 16:22:53 +0530,Sheldon Cooper,Tech,Apple,2,40.0
345,2023-01-09 21:12:22 +0530,Dr. Beverly Hofstadter,Sales,Sentry,1,5.0
346,2023-03-17 06:03:09 +0530,Wil Wheaton,Marketting,Figma,3,42.0
347,2022-10-21 12:49:49 +0530,Emily Sweeney,HR,Notion,3,21.0
348,2023-04-24 14:38:42 +0530,Dr. Beverly Hofstadter,Sales,Google,4,8.0
349,2022-08-06 15:17:58 +0530,Leonard Hofstadter,Tech,Google,2,4.0
350,2022-07-01 00:56:12 +0530,Emily Sweeney,HR,Google,3,6.0
351,2022-09-21 07:05:03 +0530,Priya Koothrappali,Sales,Height,3,9.0
352,2023-04-09 21:16:25 +0530,Rostenkowski,Tech,Github,1,4.0
353,2023-01-18 02:24:55 +0530,Leslie Winkle,Tech,Figma,2,28.0
354,2023-01-25 18:06:50 +0530,Dr. V.M. Koothrappali,Marketting,Apple,2,40.0
355,2022-11-29 06:44:45 +0530,Amy Farrah Fowler,Tech,Fullstory,2,22.0
356,2023-01-28 13:08:39 +0530,Barry Kripke,Customer Success,Zapier,1,4.0
357,2022-05-15 14:05:41 +0530,Leslie Winkle,Tech,Teams,3,15.0
358,2022-12-11 00:12:37 +0530,Amy Farrah Fowler,Tech,Fullstory,1,11.0
359,2023-01-26 10:43:25 +0530,Sheldon Cooper,Tech,Slack,3,30.0
360,2022-06-12 20:33:31 +0530,Rostenkowski,Tech,Zoho Crm,1,18.0
361,2023-03-18 07:16:37 +0530,Barry Kripke,Customer Success,Teams,4,20.0
362,2022-05-10 15:41:14 +0530,Rostenkowski,Tech,Figma,5,70.0
363,2023-01-26 16:27:58 +0530,Denise,HR,Teams,3,15.0
364,2023-02-27 18:01:06 +0530,Leonard Hofstadter,Tech,Figma,1,14.0
365,2023-01-18 03:05:47 +0530,Dr. Beverly Hofstadter,Sales,Discord,3,3.0
366,2022-08-21 19:30:57 +0530,Amy Farrah Fowler,Tech,Figma,5,70.0
367,2022-12-27 05:35:50 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,4,72.0
368,2023-02-26 12:02:04 +0530,Wil Wheaton,Marketting,Figma,3,42.0
369,2022-07-25 06:53:40 +0530,Sheldon Cooper,Tech,Notion,5,35.0
370,2022-09-17 22:06:43 +0530,Barry Kripke,Customer Success,Zoho Crm,5,90.0
371,2022-12-11 19:47:05 +0530,Emily Sweeney,HR,Circleci,4,36.0
372,2022-12-26 19:03:51 +0530,Priya Koothrappali,Sales,Outplay,3,36.0
373,2023-01-25 09:39:52 +0530,Bert Kibbler,Customer Success,Google,1,2.0
374,2023-03-17 16:02:04 +0530,Bert Kibbler,Customer Success,Zoho Crm,5,90.0
375,2022-09-18 16:30:39 +0530,Rostenkowski,Tech,Zapier,1,4.0
376,2023-03-10 16:31:45 +0530,Leonard Hofstadter,Tech,Circleci,2,18.0
377,2022-12-20 12:31:26 +0530,Sheldon Cooper,Tech,Figma,1,14.0
378,2022-09-22 15:33:35 +0530,Dr. V.M. Koothrappali,Marketting,Apple,2,40.0
379,2023-02-14 19:13:59 +0530,Wil Wheaton,Marketting,Apple,1,20.0
380,2022-12-28 09:59:47 +0530,Barry Kripke,Customer Success,Notion,2,14.0
381,2022-10-07 01:07:41 +0530,Amy Farrah Fowler,Tech,Slack,2,20.0
382,2023-04-05 04:13:46 +0530,Emily Sweeney,HR,Fullstory,1,11.0
383,2022-08-21 14:28:31 +0530,Barry Kripke,Customer Success,Figma,1,14.0
384,2022-06-01 17:36:19 +0530,Priya Koothrappali,Sales,Height,1,3.0
385,2022-08-20 08:55:51 +0530,Priya Koothrappali,Sales,Notion,1,7.0
386,2022-12-24 06:15:43 +0530,Leslie Winkle,Tech,Teams,2,10.0
387,2022-05-22 07:58:37 +0530,Emily Sweeney,HR,Figma,2,28.0
388,2023-05-05 05:31:44 +0530,Leonard Hofstadter,Tech,Teams,5,25.0
389,2022-10-03 11:23:27 +0530,Sheldon Cooper,Tech,Height,4,12.0
390,2023-01-09 18:35:29 +0530,Wil Wheaton,Marketting,Zapier,2,8.0
391,2022-10-21 10:03:53 +0530,Leslie Winkle,Tech,Notion,3,21.0
392,2022-10-25 15:28:46 +0530,Priya Koothrappali,Sales,Zoho Crm,4,72.0
393,2022-09-21 09:08:11 +0530,Dr. V.M. Koothrappali,Marketting,Figma,4,56.0
394,2022-06-12 13:22:04 +0530,Emily Sweeney,HR,Zoho Crm,4,72.0
395,2023-03-13 04:27:59 +0530,Leslie Winkle,Tech,Discord,3,3.0
396,2022-10-29 04:19:50 +0530,Emily Sweeney,HR,Appolo,3,51.0
397,2023-02-16 09:05:27 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,3,51.0
398,2022-07-07 00:40:48 +0530,Amy Farrah Fowler,Tech,Zoho Crm,2,36.0
399,2023-04-28 02:34:35 +0530,Priya Koothrappali,Sales,Circleci,4,36.0
400,2022-05-27 18:51:50 +0530,Bert Kibbler,Customer Success,Teams,2,10.0
401,2022-12-25 23:07:48 +0530,Dr. Beverly Hofstadter,Sales,Circleci,1,9.0
402,2022-05-28 10:19:40 +0530,Leslie Winkle,Tech,Discord,1,1.0
403,2023-01-24 17:11:07 +0530,Priya Koothrappali,Sales,Sentry,2,10.0
404,2022-07-27 12:43:34 +0530,Emily Sweeney,HR,Appolo,5,85.0
405,2022-11-12 05:05:23 +0530,Rostenkowski,Tech,Apple,1,20.0
406,2022-06-17 03:20:01 +0530,Denise,HR,Height,2,6.0
407,2022-12-19 19:22:23 +0530,Dr. Beverly Hofstadter,Sales,Github,1,4.0
408,2022-09-22 00:55:10 +0530,Leonard Hofstadter,Tech,Outplay,5,60.0
409,2022-09-01 16:37:20 +0530,Denise,HR,Slack,5,50.0
410,2023-02-27 10:01:57 +0530,Leonard Hofstadter,Tech,Outplay,4,48.0
411,2023-01-02 01:38:25 +0530,Leonard Hofstadter,Tech,Github,1,4.0
412,2023-03-05 12:02:20 +0530,Wil Wheaton,Marketting,Circleci,3,27.0
413,2022-08-16 22:59:09 +0530,Amy Farrah Fowler,Tech,Slack,3,30.0
414,2023-02-03 20:26:20 +0530,Denise,HR,Fullstory,4,44.0
415,2022-09-30 10:50:27 +0530,Dr. Beverly Hofstadter,Sales,Teams,3,15.0
416,2022-07-27 10:39:57 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,2,18.0
417,2022-12-10 09:26:07 +0530,Leonard Hofstadter,Tech,Discord,2,2.0
418,2023-02-17 13:03:26 +0530,Sheldon Cooper,Tech,Zoho Crm,2,36.0
419,2022-05-14 14:17:59 +0530,Barry Kripke,Customer Success,Zoho Crm,1,18.0
420,2023-03-29 22:17:30 +0530,Emily Sweeney,HR,Outplay,3,36.0
421,2023-01-15 09:30:41 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,2,8.0
422,2023-05-05 09:27:06 +0530,Wil Wheaton,Marketting,Outplay,2,24.0
423,2022-12-19 18:31:55 +0530,Sheldon Cooper,Tech,Zapier,5,20.0
424,2022-10-24 15:07:20 +0530,Amy Farrah Fowler,Tech,Zoho Crm,3,54.0
425,2023-04-15 06:43:11 +0530,Wil Wheaton,Marketting,Appolo,1,17.0
426,2023-01-30 14:42:48 +0530,Emily Sweeney,HR,Fullstory,2,22.0
427,2022-10-13 05:01:41 +0530,Leonard Hofstadter,Tech,Teams,1,5.0
428,2022-06-02 08:15:14 +0530,Emily Sweeney,HR,Zapier,1,4.0
429,2022-07-24 05:48:59 +0530,Emily Sweeney,HR,Height,3,9.0
430,2023-04-03 00:00:11 +0530,Barry Kripke,Customer Success,Teams,3,15.0
431,2023-02-17 16:03:17 +0530,Barry Kripke,Customer Success,Zoho Crm,3,54.0
432,2022-07-30 16:06:53 +0530,Priya Koothrappali,Sales,Google,4,8.0
433,2022-09-01 08:47:05 +0530,Denise,HR,Outplay,4,48.0
434,2022-07-28 00:32:57 +0530,Denise,HR,Notion,4,28.0
435,2022-10-04 20:14:43 +0530,Emily Sweeney,HR,Height,1,3.0
436,2023-04-12 14:52:17 +0530,Amy Farrah Fowler,Tech,Circleci,3,27.0
437,2022-06-22 13:45:29 +0530,Dr. V.M. Koothrappali,Marketting,Notion,1,7.0
438,2022-06-08 16:43:29 +0530,Barry Kripke,Customer Success,Outplay,4,48.0
439,2023-03-27 15:00:15 +0530,Denise,HR,Fullstory,5,55.0
440,2022-12-01 01:37:49 +0530,Barry Kripke,Customer Success,Apple,5,100.0
441,2023-03-31 02:35:03 +0530,Leslie Winkle,Tech,Notion,1,7.0
442,2022-12-31 22:01:47 +0530,Leslie Winkle,Tech,Figma,2,28.0
443,2022-05-26 04:32:21 +0530,Sheldon Cooper,Tech,Height,3,9.0
444,2022-06-24 01:47:02 +0530,Bert Kibbler,Customer Success,Zapier,3,12.0
445,2023-03-13 17:06:45 +0530,Wil Wheaton,Marketting,Fullstory,5,55.0
446,2022-10-06 08:35:56 +0530,Amy Farrah Fowler,Tech,Sentry,2,10.0
447,2022-07-09 05:33:59 +0530,Denise,HR,Height,4,12.0
448,2022-07-07 08:16:29 +0530,Leslie Winkle,Tech,Github,4,16.0
449,2022-05-26 05:34:03 +0530,Barry Kripke,Customer Success,Github,5,20.0
450,2023-04-12 00:44:11 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,4,36.0
451,2022-06-23 06:40:41 +0530,Wil Wheaton,Marketting,Sentry,4,20.0
452,2022-11-29 11:48:54 +0530,Dr. V.M. Koothrappali,Marketting,Slack,4,40.0
453,2022-11-01 15:34:09 +0530,Emily Sweeney,HR,Sentry,2,10.0
454,2023-03-06 10:58:05 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,3,12.0
455,2023-04-12 18:25:56 +0530,Leslie Winkle,Tech,Discord,4,4.0
456,2022-09-08 23:10:53 +0530,Emily Sweeney,HR,Notion,4,28.0
457,2022-10-28 13:51:02 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,3,27.0
458,2023-03-18 23:41:10 +0530,Dr. Beverly Hofstadter,Sales,Outplay,1,12.0
459,2022-12-12 20:41:19 +0530,Emily Sweeney,HR,Fullstory,2,22.0
460,2022-09-22 02:31:03 +0530,Rostenkowski,Tech,Figma,3,42.0
461,2022-10-14 11:31:25 +0530,Sheldon Cooper,Tech,Discord,4,4.0
462,2022-07-14 20:03:22 +0530,Leonard Hofstadter,Tech,Zapier,2,8.0
463,2022-08-06 23:56:47 +0530,Amy Farrah Fowler,Tech,Outplay,4,48.0
464,2022-09-18 17:36:28 +0530,Leslie Winkle,Tech,Outplay,4,48.0
465,2022-10-02 01:46:55 +0530,Leonard Hofstadter,Tech,Notion,3,21.0
466,2022-08-21 20:16:11 +0530,Dr. V.M. Koothrappali,Marketting,Discord,1,1.0
467,2023-02-22 18:52:13 +0530,Dr. V.M. Koothrappali,Marketting,Slack,1,10.0
468,2022-10-21 13:08:32 +0530,Dr. Beverly Hofstadter,Sales,Github,2,8.0
469,2022-10-24 09:48:57 +0530,Rostenkowski,Tech,Height,2,6.0
470,2022-07-04 21:30:34 +0530,Priya Koothrappali,Sales,Apple,5,100.0
471,2023-01-20 23:59:35 +0530,Dr. V.M. Koothrappali,Marketting,Slack,1,10.0
472,2023-02-07 00:04:09 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,3,36.0
473,2023-01-25 18:04:41 +0530,Priya Koothrappali,Sales,Discord,3,3.0
474,2022-10-04 11:33:15 +0530,Wil Wheaton,Marketting,Github,1,4.0
475,2023-03-10 14:21:18 +0530,Bert Kibbler,Customer Success,Notion,1,7.0
476,2022-12-10 05:39:32 +0530,Emily Sweeney,HR,Zapier,4,16.0
477,2022-06-03 10:59:43 +0530,Amy Farrah Fowler,Tech,Appolo,4,68.0
478,2022-06-20 06:37:22 +0530,Leonard Hofstadter,Tech,Sentry,2,10.0
479,2022-11-28 17:50:26 +0530,Priya Koothrappali,Sales,Height,4,12.0
480,2022-10-28 09:36:59 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,4,68.0
481,2023-04-15 22:00:34 +0530,Priya Koothrappali,Sales,Appolo,2,34.0
482,2023-02-07 01:00:55 +0530,Dr. Beverly Hofstadter,Sales,Notion,3,21.0
483,2023-03-25 03:34:40 +0530,Priya Koothrappali,Sales,Figma,4,56.0
484,2023-04-08 11:17:27 +0530,Bert Kibbler,Customer Success,Apple,1,20.0
485,2023-02-28 09:39:43 +0530,Bert Kibbler,Customer Success,Sentry,3,15.0
486,2023-03-25 17:59:38 +0530,Denise,HR,Slack,4,40.0
487,2023-05-07 13:37:19 +0530,Leonard Hofstadter,Tech,Circleci,3,27.0
488,2023-01-23 15:50:05 +0530,Leslie Winkle,Tech,Notion,2,14.0
489,2022-12-11 20:16:35 +0530,Leonard Hofstadter,Tech,Fullstory,3,33.0
490,2023-04-02 01:58:55 +0530,Leslie Winkle,Tech,Zapier,2,8.0
491,2022-11-27 03:46:22 +0530,Wil Wheaton,Marketting,Height,2,6.0
492,2023-04-07 12:01:08 +0530,Sheldon Cooper,Tech,Discord,4,4.0
493,2023-01-22 23:22:25 +0530,Dr. Beverly Hofstadter,Sales,Apple,5,100.0
494,2023-05-03 19:51:40 +0530,Bert Kibbler,Customer Success,Github,4,16.0
495,2023-01-31 06:15:20 +0530,Sheldon Cooper,Tech,Figma,2,28.0
496,2022-08-01 18:17:55 +0530,Barry Kripke,Customer Success,Notion,3,21.0
497,2022-12-27 16:25:42 +0530,Leonard Hofstadter,Tech,Discord,4,4.0
498,2023-01-16 01:00:56 +0530,Sheldon Cooper,Tech,Circleci,3,27.0
499,2022-11-03 17:54:47 +0530,Priya Koothrappali,Sales,Github,1,4.0
500,2023-03-07 02:18:13 +0530,Dr. V.M. Koothrappali,Marketting,Discord,2,2.0
501,2022-12-30 11:38:47 +0530,Wil Wheaton,Marketting,Google,2,4.0
502,2022-05-12 07:27:16 +0530,Leslie Winkle,Tech,Appolo,3,51.0
503,2022-07-03 16:09:15 +0530,Bert Kibbler,Customer Success,Fullstory,5,55.0
504,2022-11-11 20:20:27 +0530,Emily Sweeney,HR,Github,4,16.0
505,2023-03-06 06:24:31 +0530,Leslie Winkle,Tech,Github,3,12.0
506,2023-04-19 08:23:54 +0530,Leonard Hofstadter,Tech,Fullstory,2,22.0
507,2022-06-25 00:14:41 +0530,Denise,HR,Zapier,5,20.0
508,2023-04-06 15:52:14 +0530,Leonard Hofstadter,Tech,Notion,3,21.0
509,2023-04-19 08:32:10 +0530,Emily Sweeney,HR,Teams,4,20.0
510,2022-07-08 23:11:51 +0530,Leonard Hofstadter,Tech,Github,2,8.0
511,2022-06-29 02:01:26 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,4,36.0
512,2022-09-30 20:42:48 +0530,Amy Farrah Fowler,Tech,Zoho Crm,2,36.0
513,2023-05-01 22:49:52 +0530,Emily Sweeney,HR,Github,2,8.0
514,2022-11-19 21:47:31 +0530,Leslie Winkle,Tech,Google,1,2.0
515,2023-04-02 11:29:47 +0530,Leonard Hofstadter,Tech,Sentry,2,10.0
516,2022-10-01 19:44:36 +0530,Bert Kibbler,Customer Success,Apple,4,80.0
517,2022-05-19 20:12:23 +0530,Bert Kibbler,Customer Success,Figma,5,70.0
518,2022-05-27 12:03:38 +0530,Wil Wheaton,Marketting,Sentry,2,10.0
519,2022-09-24 03:17:29 +0530,Amy Farrah Fowler,Tech,Notion,5,35.0
520,2023-03-02 07:40:40 +0530,Sheldon Cooper,Tech,Fullstory,1,11.0
521,2022-06-06 13:34:33 +0530,Denise,HR,Height,5,15.0
522,2023-01-22 14:57:17 +0530,Priya Koothrappali,Sales,Outplay,3,36.0
523,2022-07-26 17:13:19 +0530,Leslie Winkle,Tech,Google,5,10.0
524,2022-07-15 10:22:24 +0530,Leslie Winkle,Tech,Circleci,4,36.0
525,2022-05-20 11:49:45 +0530,Sheldon Cooper,Tech,Circleci,2,18.0
526,2022-11-24 08:01:20 +0530,Barry Kripke,Customer Success,Figma,3,42.0
527,2023-02-24 06:47:33 +0530,Amy Farrah Fowler,Tech,Teams,2,10.0
528,2022-08-25 01:19:27 +0530,Barry Kripke,Customer Success,Github,3,12.0
529,2022-06-04 02:43:25 +0530,Rostenkowski,Tech,Slack,2,20.0
530,2022-06-03 15:58:33 +0530,Leonard Hofstadter,Tech,Sentry,4,20.0
531,2022-10-21 18:16:56 +0530,Wil Wheaton,Marketting,Discord,4,4.0
532,2022-09-19 13:17:29 +0530,Leonard Hofstadter,Tech,Sentry,3,15.0
533,2022-07-31 09:41:50 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44.0
534,2022-06-04 23:41:32 +0530,Sheldon Cooper,Tech,Appolo,3,51.0
535,2022-11-22 13:36:30 +0530,Priya Koothrappali,Sales,Google,4,8.0
536,2022-09-18 09:06:35 +0530,Leonard Hofstadter,Tech,Outplay,5,60.0
537,2022-10-31 16:04:20 +0530,Barry Kripke,Customer Success,Github,2,8.0
538,2022-06-22 15:48:21 +0530,Dr. V.M. Koothrappali,Marketting,Discord,4,4.0
539,2022-06-28 19:40:42 +0530,Dr. Beverly Hofstadter,Sales,Height,4,12.0
540,2022-05-22 08:29:49 +0530,Priya Koothrappali,Sales,Github,3,12.0
541,2022-07-04 23:42:27 +0530,Amy Farrah Fowler,Tech,Fullstory,3,33.0
542,2022-06-16 04:31:36 +0530,Priya Koothrappali,Sales,Zoho Crm,3,54.0
543,2022-10-12 07:48:36 +0530,Rostenkowski,Tech,Sentry,5,25.0
544,2022-07-18 00:38:45 +0530,Sheldon Cooper,Tech,Zapier,2,8.0
545,2022-06-06 18:40:40 +0530,Leonard Hofstadter,Tech,Notion,4,28.0
546,2022-12-24 14:56:28 +0530,Emily Sweeney,HR,Sentry,5,25.0
547,2022-10-05 19:37:12 +0530,Dr. Beverly Hofstadter,Sales,Circleci,5,45.0
548,2023-05-02 10:27:18 +0530,Barry Kripke,Customer Success,Google,1,2.0
549,2022-05-20 21:07:37 +0530,Dr. Beverly Hofstadter,Sales,Circleci,5,45.0
550,2022-08-17 11:34:57 +0530,Rostenkowski,Tech,Notion,3,21.0
551,2022-06-05 06:49:35 +0530,Bert Kibbler,Customer Success,Sentry,1,5.0
552,2022-11-04 12:08:18 +0530,Emily Sweeney,HR,Github,1,4.0
553,2022-11-30 09:08:20 +0530,Emily Sweeney,HR,Fullstory,4,44.0
554,2022-09-15 08:36:45 +0530,Wil Wheaton,Marketting,Notion,5,35.0
555,2022-11-27 03:16:05 +0530,Dr. V.M. Koothrappali,Marketting,Apple,3,60.0
556,2022-05-28 12:13:10 +0530,Bert Kibbler,Customer Success,Outplay,4,48.0
557,2022-05-24 03:49:40 +0530,Amy Farrah Fowler,Tech,Google,3,6.0
558,2023-01-19 23:39:26 +0530,Emily Sweeney,HR,Figma,4,56.0
559,2022-07-21 06:40:01 +0530,Rostenkowski,Tech,Zapier,2,8.0
560,2022-10-07 22:22:41 +0530,Barry Kripke,Customer Success,Appolo,3,51.0
561,2022-11-23 05:08:12 +0530,Sheldon Cooper,Tech,Google,1,2.0
562,2022-06-18 22:16:38 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72.0
563,2023-03-18 21:33:36 +0530,Sheldon Cooper,Tech,Github,2,8.0
564,2023-04-16 00:23:23 +0530,Amy Farrah Fowler,Tech,Notion,2,14.0
565,2022-09-27 03:27:36 +0530,Rostenkowski,Tech,Slack,3,30.0
566,2022-08-29 12:46:13 +0530,Wil Wheaton,Marketting,Height,3,9.0
567,2022-10-22 16:51:38 +0530,Barry Kripke,Customer Success,Notion,2,14.0
568,2023-03-31 22:12:48 +0530,Wil Wheaton,Marketting,Teams,1,5.0
569,2022-06-28 16:55:35 +0530,Dr. Beverly Hofstadter,Sales,Appolo,1,17.0
570,2022-09-18 12:23:25 +0530,Sheldon Cooper,Tech,Apple,4,80.0
571,2022-08-06 17:47:46 +0530,Priya Koothrappali,Sales,Notion,5,35.0
572,2022-06-23 02:06:32 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,4,68.0
573,2022-12-02 13:24:00 +0530,Bert Kibbler,Customer Success,Sentry,4,20.0
574,2022-05-31 06:08:21 +0530,Bert Kibbler,Customer Success,Slack,5,50.0
575,2022-05-31 20:21:22 +0530,Leonard Hofstadter,Tech,Fullstory,4,44.0
576,2022-07-23 19:25:39 +0530,Dr. Beverly Hofstadter,Sales,Google,5,10.0
577,2022-05-16 16:25:10 +0530,Priya Koothrappali,Sales,Height,5,15.0
578,2023-01-01 19:38:10 +0530,Denise,HR,Apple,1,20.0
579,2022-08-05 04:08:10 +0530,Wil Wheaton,Marketting,Sentry,5,25.0
580,2022-05-31 22:36:33 +0530,Denise,HR,Google,3,6.0
581,2023-05-07 20:48:48 +0530,Emily Sweeney,HR,Github,2,8.0
582,2023-04-14 17:50:47 +0530,Dr. V.M. Koothrappali,Marketting,Slack,2,20.0
583,2022-05-18 10:40:32 +0530,Dr. Beverly Hofstadter,Sales,Teams,2,10.0
584,2022-06-05 22:01:18 +0530,Denise,HR,Apple,4,80.0
585,2023-03-28 02:55:14 +0530,Amy Farrah Fowler,Tech,Height,2,6.0
586,2022-07-15 20:16:26 +0530,Rostenkowski,Tech,Github,5,20.0
587,2023-02-24 13:20:45 +0530,Leonard Hofstadter,Tech,Slack,1,10.0
588,2022-06-01 08:27:47 +0530,Emily Sweeney,HR,Sentry,2,10.0
589,2022-07-14 12:58:20 +0530,Sheldon Cooper,Tech,Figma,3,42.0
590,2023-02-22 23:59:20 +0530,Sheldon Cooper,Tech,Teams,1,5.0
591,2022-12-18 05:37:39 +0530,Sheldon Cooper,Tech,Circleci,4,36.0
592,2022-12-07 08:31:34 +0530,Priya Koothrappali,Sales,Github,5,20.0
593,2022-09-28 05:50:06 +0530,Dr. Beverly Hofstadter,Sales,Google,2,4.0
594,2023-01-26 18:10:01 +0530,Leslie Winkle,Tech,Discord,5,5.0
595,2022-07-30 21:06:26 +0530,Priya Koothrappali,Sales,Fullstory,3,33.0
596,2022-10-28 01:12:58 +0530,Bert Kibbler,Customer Success,Zapier,1,4.0
597,2022-09-27 18:43:09 +0530,Bert Kibbler,Customer Success,Github,5,20.0
598,2023-05-03 11:55:03 +0530,Amy Farrah Fowler,Tech,Sentry,4,20.0
599,2023-04-24 07:34:43 +0530,Leonard Hofstadter,Tech,Teams,3,15.0
600,2022-07-05 13:37:31 +0530,Wil Wheaton,Marketting,Google,5,10.0
601,2022-08-21 00:04:16 +0530,Sheldon Cooper,Tech,Circleci,2,18.0
602,2022-11-17 00:51:57 +0530,Priya Koothrappali,Sales,Google,4,8.0
603,2023-03-22 21:41:15 +0530,Leslie Winkle,Tech,Sentry,5,25.0
604,2023-01-16 21:54:23 +0530,Barry Kripke,Customer Success,Figma,4,56.0
605,2023-04-04 12:47:07 +0530,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
606,2022-12-08 19:40:33 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
607,2023-03-11 09:21:11 +0530,Wil Wheaton,Marketting,Outplay,2,24.0
608,2023-02-25 05:23:13 +0530,Bert Kibbler,Customer Success,Outplay,2,24.0
609,2022-08-24 05:35:19 +0530,Wil Wheaton,Marketting,Circleci,5,45.0
610,2023-04-01 18:13:48 +0530,Wil Wheaton,Marketting,Sentry,3,15.0
611,2023-03-09 18:21:17 +0530,Rostenkowski,Tech,Figma,2,28.0
612,2022-05-31 11:59:01 +0530,Dr. V.M. Koothrappali,Marketting,Teams,4,20.0
613,2022-10-14 20:07:33 +0530,Denise,HR,Outplay,1,12.0
614,2022-11-02 05:43:18 +0530,Amy Farrah Fowler,Tech,Appolo,4,68.0
615,2022-10-14 16:28:47 +0530,Leonard Hofstadter,Tech,Slack,5,50.0
616,2022-07-31 02:51:44 +0530,Sheldon Cooper,Tech,Slack,3,30.0
617,2022-07-19 00:34:15 +0530,Amy Farrah Fowler,Tech,Notion,1,7.0
618,2022-12-18 03:34:34 +0530,Emily Sweeney,HR,Fullstory,5,55.0
619,2022-06-09 18:57:42 +0530,Sheldon Cooper,Tech,Notion,5,35.0
620,2022-11-09 04:40:15 +0530,Emily Sweeney,HR,Zapier,3,12.0
621,2022-07-31 01:59:19 +0530,Rostenkowski,Tech,Height,5,15.0
622,2022-07-07 18:24:44 +0530,Bert Kibbler,Customer Success,Sentry,1,5.0
623,2022-10-30 10:05:02 +0530,Amy Farrah Fowler,Tech,Figma,5,70.0
624,2022-11-21 10:26:11 +0530,Sheldon Cooper,Tech,Zoho Crm,4,72.0
625,2023-04-21 22:09:41 +0530,Emily Sweeney,HR,Fullstory,4,44.0
626,2023-01-15 04:00:01 +0530,Emily Sweeney,HR,Discord,2,2.0
627,2022-08-08 00:33:19 +0530,Rostenkowski,Tech,Figma,5,70.0
628,2022-09-30 19:54:37 +0530,Dr. V.M. Koothrappali,Marketting,Teams,5,25.0
629,2022-06-19 14:50:53 +0530,Amy Farrah Fowler,Tech,Fullstory,3,33.0
630,2023-04-17 16:14:22 +0530,Amy Farrah Fowler,Tech,Circleci,1,9.0
631,2023-01-13 22:10:57 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,2,8.0
632,2023-03-05 17:09:08 +0530,Emily Sweeney,HR,Discord,4,4.0
633,2022-11-03 18:07:54 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44.0
634,2023-03-02 23:08:27 +0530,Dr. Beverly Hofstadter,Sales,Slack,3,30.0
